===========|==================================|============|============|======|      
0x60000414 | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x60000418 | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x6000041C | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x60000420 | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x60000424 | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x60000428 | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x6000042C | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x60000430 | 00000010110011010100101100110101 | 0x02CD4B35 | 47008565   |  ÍK5 |      
0x60000434 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000438 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000043C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000440 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000444 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000448 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000044C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000450 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000454 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000458 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000045C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000460 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000464 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000468 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000046C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000470 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000474 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000478 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000047C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000480 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000484 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000488 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000048C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000490 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000494 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000498 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000049C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004A0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004A4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004A8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004AC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004B0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004B4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004B8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004BC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004C0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004C4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004C8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004CC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004D0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004D4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004D8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004DC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004E0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004E4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004E8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004EC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004F0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004F4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004F8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600004FC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000500 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000504 | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x60000508 | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x6000050C | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x60000510 | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x60000514 | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x60000518 | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x6000051C | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x60000520 | 00000000000010111111000000000001 | 0x000BF001 | 782337     | ð  |      
0x60000524 | 00000000000010111111000011110111 | 0x000BF0F7 | 782583     | ð÷ |      
0x60000528 | 00000000000010111111000000000010 | 0x000BF002 | 782338     | ð  |      
0x6000052C | 00000000000010111111000000001110 | 0x000BF00E | 782350     | ð|      
0x60000530 | 00000000000010111111000000001110 | 0x000BF00E | 782350     | ð|      
0x60000534 | 00000000000010111111000011110010 | 0x000BF0F2 | 782578     | ðò |      
0x60000538 | 00000000000010111111000011111101 | 0x000BF0FD | 782589     | ðý |      
0x6000053C | 00000000000010111111000000000010 | 0x000BF002 | 782338     | ð  |      
0x60000540 | 00000000000010111111000000001110 | 0x000BF00E | 782350     | ð|      
0x60000544 | 00000000000010111111000000001110 | 0x000BF00E | 782350     | ð|      
0x60000548 | 00000000000010111111000000001110 | 0x000BF00E | 782350     | ð|      
0x6000054C | 00000000000010111111000000000010 | 0x000BF002 | 782338     | ð  |      
0x60000550 | 00000000000010111111000000000010 | 0x000BF002 | 782338     | ð  |      
0x60000554 | 00000000000010111111000011111101 | 0x000BF0FD | 782589     | ðý |      
0x60000558 | 00000000000010111111000011110111 | 0x000BF0F7 | 782583     | ð÷ |      
0x6000055C | 00000000000010111111000011110010 | 0x000BF0F2 | 782578     | ðò |      
0x60000560 | 00000000000010111111000011101010 | 0x000BF0EA | 782570     | ðê |      
0x60000564 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000568 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000056C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000570 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000574 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000578 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000057C | 00000000000000000001000000000000 | 0x00001000 | 4096       |    |      
0x60000580 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000584 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000588 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000058C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000590 | 00000000000000000000000000010000 | 0x00000010 | 16         |    |      
0x60000594 | 11011000001101101000000011001100 | 0xD83680CC | 3627450572 | Ø6Ì |      
0x60000598 | 00010001100111110100000001000111 | 0x119F4047 | 295649351  |@G |      
0x6000059C | 01010001100111111100000001111111 | 0x519FC07F | 1369423999 | QÀ |      
0x600005A0 | 00011100101010110000100000000100 | 0x1CAB0804 | 480970756  |« |      
0x600005A4 | 00000000010000000110101000001100 | 0x00406A0C | 4221452    |@j|      
0x600005A8 | 00000000010110111111110000000000 | 0x005BFC00 | 6028288    |  [ü  |      
0x600005AC | 00000000010110100001110100000000 | 0x005A1D00 | 5905664    |Z |      
0x600005B0 | 00000100000101100000000000000000 | 0x04160000 | 68550656   |    |      
0x600005B4 | 00000000000000000000000001011111 | 0x0000005F | 95         |    _ |      
0x600005B8 | 00000000000000110000010000001000 | 0x00030408 | 197640     |      |      
0x600005BC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005C0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005C4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005C8 | 11111111000000000000000100000100 | 0xFF000104 | 4278190340 | ÿ    |      
0x600005CC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005D0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005D4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005D8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005DC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005E0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005E4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005E8 | 00000110011111111111111010000000 | 0x067FFE80 | 109051520  |  þ |      
0x600005EC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005F0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005F4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005F8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600005FC | 00000011000001000000011000000110 | 0x03040606 | 50595334   |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000600 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T1L
0x60000604 | 00000000011111111111111111111111 | 0x007FFFFF | 8388607    |  ÿÿ | T1V
0x60000608 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T1C
0x6000060C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T1I
0x60000610 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000614 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000618 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000061C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000620 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T2L
0x60000624 | 00000000000111111000111010010010 | 0x001F8E92 | 2068114    || T2V
0x60000628 | 00000000000000000000000010001000 | 0x00000088 | 136        |     | T2C
0x6000062C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T2I
0x60000630 | 00000000000111111011010101101100 | 0x001FB56C | 2078060    |µl| T2A
0x60000634 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000638 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000063C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000640 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T3L ?
0x60000644 | 00000000011111111111111111111111 | 0x007FFFFF | 8388607    |  ÿÿ | T3V ?
0x60000648 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T3C ?
0x6000064C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T3I ?
0x60000650 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000654 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000658 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000065C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000660 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T4L ?
0x60000664 | 00000000001000000101011111000100 | 0x002057C4 | 2119620    |   WÄ | T4V ?
0x60000668 | 00000000000000000000000010001000 | 0x00000088 | 136        |     | T4C ?
0x6000066C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T4I ?
0x60000670 | 00000000001000001000101100001000 | 0x00208B08 | 2132744    |     | T4A ?
0x60000674 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000678 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000067C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000680 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T5L ?
0x60000684 | 00000000011111111111111111111111 | 0x007FFFFF | 8388607    |  ÿÿ | T5V ?
0x60000688 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T5C ?
0x6000068C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T5I ?
0x60000690 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000694 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000698 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000069C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006A0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T6L ?
0x600006A4 | 00000000001000010010000011110111 | 0x002120F7 | 2171127    |  ! ÷ | T6V ?
0x600006A8 | 00000000000000000000000010001000 | 0x00000088 | 136        |     | T6C ?
0x600006AC | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T6I ?
0x600006B0 | 00000000001000010100111000101001 | 0x00214E29 | 2182697    |  !N) | T6A ?
0x600006B4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006B8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006BC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006C0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T7L ?
0x600006C4 | 00000000011111111111111111111111 | 0x007FFFFF | 8388607    |  ÿÿ | T7V ?
0x600006C8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T7C ?
0x600006CC | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T7I ?
0x600006D0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006D4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006D8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006DC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006E0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T8L ?
0x600006E4 | 00000000001000011110101000101000 | 0x0021EA28 | 2222632    |  !ê( | T8V ?
0x600006E8 | 00000000000000000000000010001000 | 0x00000088 | 136        |     | T8C ?
0x600006EC | 00000000000000000000000000000000 | 0x00000000 | 0          |      | T8I ?
0x600006F0 | 00000000001000100001011110111100 | 0x002217BC | 2234300    | "¼ | T8A ?
0x600006F4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006F8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600006FC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000700 | 00000000000110011100000001101010 | 0x0019C06A | 1687658    | Àj |      
0x60000704 | 00000000001111100011111111111111 | 0x003E3FFF | 4079615    |  >?ÿ | RTCSV
0x60000708 | 00000000001000000000000000000000 | 0x00200000 | 2097152    |      |      
0x6000070C | 00000000000000011110000000101000 | 0x0001E028 | 122920     |   à( |      
0x60000710 | 11111110000000000000000000000000 | 0xFE000000 | 4261412864 | þ    |      
0x60000714 | 00000000000000000000000000000010 | 0x00000002 | 2          |      |      
0x60000718 | 00000000000000000000100000001000 | 0x00000808 | 2056       |      |      
0x6000071C | 00000000010100001010011111000011 | 0x0050A7C3 | 5285827    |  P§Ã | RTCCV
0x60000720 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | RTCIS
0x60000724 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | RTCIC
0x60000728 | 00000000000000000000000000000101 | 0x00000005 | 5          |      | RTCIE
0x6000072C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000730 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | RTCS0
0x60000734 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | RTCS1
0x60000738 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | RTCS2
0x6000073C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | RTCS3
0x60000740 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000744 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000748 | 00100000001100000010000000100000 | 0x20302020 | 540024864  |  0   |      
0x6000074C | 00100000010100000000000000000000 | 0x20500000 | 542113792  |  P   |      
0x60000750 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000754 | 00000000000000001000101001011000 | 0x00008A58 | 35416      |   X |      
0x60000758 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000075C | 00000000000000000000000000000111 | 0x00000007 | 7          |      |      
0x60000760 | 00000000000000000000000000000111 | 0x00000007 | 7          |      |      
0x60000764 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000768 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | GP16O
0x6000076C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000770 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000774 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | GP16E
0x60000778 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000077C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000780 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000784 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000788 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000078C | 00000000000000000000000000000001 | 0x00000001 | 1          |      | GP16I
0x60000790 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | GP16C
0x60000794 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000798 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000079C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007A0 | 00000000000000000000000000000001 | 0x00000001 | 1          |      | GP16F
0x600007A4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007A8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007AC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007B0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007B4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007B8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007BC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007C0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007C4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007C8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007CC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007D0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007D4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007D8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007DC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007E0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007E4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007E8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007EC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007F0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007F4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007F8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600007FC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000800 | 00000000000000000000001000000101 | 0x00000205 | 517        |      | GPMUX
0x60000804 | 00000000000000000000000000110000 | 0x00000030 | 48         |    0 | GPF12
0x60000808 | 00000000000000000000000000110000 | 0x00000030 | 48         |    0 | GPF13
0x6000080C | 00000000000000000000000000110000 | 0x00000030 | 48         |    0 | GPF14
0x60000810 | 00000000000000000000000000110000 | 0x00000030 | 48         |    0 | GPF15
0x60000814 | 00000000000000000000000000110000 | 0x00000030 | 48         |    0 | GPF3
0x60000818 | 00000000000000000000000000110000 | 0x00000030 | 48         |    0 | GPF1
0x6000081C | 00000000000000000000000000010000 | 0x00000010 | 16         |    | GPF6
0x60000820 | 00000000000000000000000000010000 | 0x00000010 | 16         |    | GPF7
0x60000824 | 00000000000000000000000000010000 | 0x00000010 | 16         |    | GPF8
0x60000828 | 00000000000000000000000000010000 | 0x00000010 | 16         |    | GPF9
0x6000082C | 00000000000000000000000000010000 | 0x00000010 | 16         |    | GPF10
0x60000830 | 00000000000000000000000000010000 | 0x00000010 | 16         |    | GPF11
0x60000834 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | GPF0
0x60000838 | 00000000000000000000000000100000 | 0x00000020 | 32         |      | GPF2
0x6000083C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | GPF4
0x60000840 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | GPF5
0x60000844 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000848 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000084C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000850 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000854 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000858 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000085C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000860 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000864 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000868 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000086C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000870 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000874 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000878 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000087C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000880 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000884 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000888 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000088C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000890 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000894 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000898 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000089C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008A0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008A4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008A8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008AC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008B0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008B4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008B8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008BC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008C0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008C4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008C8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008CC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008D0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008D4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008D8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008DC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008E0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008E4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008E8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008EC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008F0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008F4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008F8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600008FC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000900 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x60000904 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x60000908 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x6000090C | 00000000000000111001000001110010 | 0x00039072 | 233586     |   r |      
0x60000910 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000914 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | WDTFEED
0x60000918 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000091C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000920 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x60000924 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x60000928 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x6000092C | 00000111100111110000110111101010 | 0x079F0DEA | 127864298  |  ê  |      
0x60000930 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000934 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000938 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000093C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000940 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x60000944 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x60000948 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x6000094C | 00000111001110100101010111101010 | 0x073A55EA | 121263594  |  :Uê |      
0x60000950 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000954 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000958 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000095C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000960 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x60000964 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x60000968 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x6000096C | 00000110110101011011011011101010 | 0x06D5B6EA | 114669290  |  Õ¶ê |      
